Probe Set ID,chr,bp_start
209435_s_at,1,154183269
209436_at,11,13941003
209437_s_at,11,13941003
209438_at,X,18820298
209439_s_at,X,18821010
209440_at,9,126952644
209441_at,8,22913406
209442_x_at,10,61459463
209443_at,14,94123433
209444_at,4,99401642
209445_x_at,7,43645380
209446_s_at,15,70284514
209447_at,6,152484607
209448_at,11,20341922
209449_at,6,31873304
209450_at,14,19985064
209451_at,2,161701711
209452_s_at,3,101426843
209453_at,1,27297892
209454_s_at,6,35549408
209455_at,5,171221158
209456_s_at,5,171223229
209457_at,10,112247824
209458_x_at,16,166694
209459_s_at,16,8783434
209460_at,16,8783434
209461_x_at,19,935347
209462_at,19,41051337
209463_s_at,1,28802560
209464_at,17,8048844
209465_x_at,7,136562627
209466_x_at,7,136563179
209467_s_at,1,46795677
209468_at,11,67871889
209469_at,4,176791082
209470_s_at,4,176791595
209471_s_at,11,85583820
209472_at,1,89174050
209473_at,10,97572982
209474_s_at,10,97505956
209475_at,12,60940453
209476_at,14,50776643
209477_at,X,153260916
209478_at,17,77569868
209479_at,6,139136614
209480_at,6,32735224
209481_at,3,43303099
209482_at,7,100141701
209483_s_at,1,210977553
209484_s_at,1,210977707
209485_s_at,18,19993473
209486_at,4,71773119
209487_at,8,30361584
209488_s_at,8,30361584
209489_at,11,47448353
209490_s_at,6,32229808
209491_s_at,11,10433285
209492_x_at,4,656226
209493_at,5,31835112
209494_s_at,22,27998203
209495_at,20,33511231
209496_at,7,149666340
209497_s_at,11,66189047
209498_at,19,47703297
209499_x_at,17,7402808
209500_x_at,17,7402883
209501_at,16,22264757
209502_s_at,17,76623566
209503_s_at,17,59258832
209504_s_at,11,73037738
209505_at,5,92946397
209506_s_at,5,92946397
209507_at,7,7643081
209508_x_at,2,201689152
209509_s_at,11,118472428
209510_at,8,125556294
209511_at,22,36679637
209512_at,9,114182180
209513_s_at,9,114182180
209514_s_at,15,53283093
209515_s_at,15,53283429
209516_at,2,73294920
209517_s_at,8,38082214
209518_at,12,48765461
209519_at,9,99427941
209520_s_at,9,99435602
209521_s_at,X,111904386
209522_s_at,9,130896895
209523_at,8,120812194
209524_at,15,81596577
209525_at,15,81596577
209526_s_at,15,81598322
209527_at,9,132558997
209528_s_at,16,1483422
209529_at,19,232371
209530_at,12,47498945
209531_at,14,76857106
209532_at,9,26894080
209533_s_at,9,26895342
209534_x_at,15,84021271
209535_s_at,15,84021271
209536_s_at,15,39978963
209537_at,1,101110531
209538_at,10,43459316
209539_at,X,135575371
209540_at,12,101313796
209541_at,12,101313796
209542_x_at,12,101320159
209543_s_at,1,206126506
209544_at,8,90839199
209545_s_at,8,90839198
209546_s_at,22,34979057
209547_s_at,19,19247828
209549_s_at,2,74007520
209550_at,15,21481923
209551_at,2,32356534
209552_at,2,113691410
209553_at,3,186200182
209554_at,7,80105892
209555_s_at,7,80105927
209556_at,1,35795995
209557_s_at,1,35795995
209558_s_at,12,121901754
209559_at,12,121901754
209560_s_at,14,100263001
209561_at,1,153432020
209563_x_at,14,89933145
209565_at,X,118888524
209566_at,2,118570463
209567_at,8,67503830
209568_s_at,1,182040876
209569_x_at,4,4439396
209570_s_at,4,4439666
209571_at,2,174921339
209572_s_at,11,85633575
209573_s_at,18,13268099
209574_s_at,18,13268099
209575_at,21,33560555
209576_at,7,79602097
209577_at,17_,andom
209578_s_at,21,45508271
209579_s_at,3,130632482
209580_s_at,3,130632811
209581_at,11,63098859
209582_s_at,3,113534693
209583_s_at,3,113534693
209584_x_at,22,37740207
209585_s_at,10,89254632
209586_s_at,1,149247616
209587_at,5,134391367
209588_at,1,22910044
209589_s_at,1,22910044
209590_at,20,55177215
209591_s_at,20,55179365
209592_s_at,17,58981574
209593_s_at,9,131605252
209594_x_at,19,48449541
209595_at,13,44592669
209596_at,X,3236610
209597_s_at,8,26420714
209598_at,8,26418112
209599_s_at,1,149247602
209600_s_at,17,71453495
209601_at,17,71453495
209602_s_at,10,8136675
209603_at,10,8136675
209604_s_at,10,8136778
209605_at,22,35736851
209606_at,2,157979776
209607_x_at,16,29380201
209608_s_at,6,160103098
209609_s_at,1,149998748
209610_s_at,2,65070017
209611_s_at,2,65070260
209612_s_at,4,100447559
209613_s_at,4,100446763
209614_at,4,100445143
209615_s_at,11,76711918
209616_s_at,16,54356114
209617_s_at,5,11026037
209618_at,5,11024955
209619_at,5,149761492
209620_s_at,X,74189840
209621_s_at,4,186660089
209622_at,2,219818914
209623_at,5,70918888
209624_s_at,5,70918909
209625_at,15,57756191
209626_s_at,7,24802683
209627_s_at,7,24802690
209628_at,X,108665665
209629_s_at,X,108666747
209630_s_at,7,124173296
209631_s_at,7,124173296
209632_at,3,137167256
209633_at,3,137167256
209635_at,7,100584486
209636_at,10,104144318
209637_s_at,4,3287593
209638_x_at,4,3287593
209639_s_at,4,3287592
209640_at,15,72074192
209641_s_at,17,46067226
209642_at,2,111111990
209643_s_at,17,4657340
209644_x_at,9,21957996
209645_s_at,9,38382658
209646_x_at,9,38382723
209647_s_at,2,46779594
209648_x_at,2,46779602
209649_at,2,152683358
209650_s_at,22,45537244
209651_at,16,31392024
209652_s_at,14,74478292
209653_at,3,161702533
209654_at,5,5517680
209655_s_at,X,34555113
209656_s_at,X,34555122
209657_s_at,6,122762493
209658_at,13,114018657
209659_s_at,13,114018657
209660_at,18,27425858
209661_at,16,56349631
209662_at,5,89725294
209663_s_at,12,54365037
209664_x_at,18,75256759
209665_at,3,50363307
209666_s_at,10,101938114
209667_at,16,65526848
209668_x_at,16,65526972
209669_s_at,X,67919991
209670_at,14,21432452
209671_x_at,14,21432410
209672_s_at,7,7589109
209674_at,12,105909274
209675_s_at,19,46462202
209676_at,2,188039529
209677_at,3,171422914
209678_s_at,3,171422914
209679_s_at,12,49925404
209680_s_at,6,33467582
209681_at,1,167699791
209682_at,3,106859804
209683_at,2,16594600
209684_at,20,19863769
209685_s_at,16,23754933
209686_at,21,46843303
209687_at,10,44192586
209688_s_at,2,118389618
209689_at,2,118389618
209690_s_at,16,56063370
209691_s_at,16,56063374
209692_at,20,45052054
209693_at,9,118227327
209694_at,11,111602373
209695_at,8,142501188
209696_at,9,96405455
209697_at,8,22354539
209698_at,6,31218195
209699_x_at,10,4995619
209700_x_at,1,146384090
209701_at,5,96023862
209702_at,16,52704470
209703_x_at,12,49605083
209704_at,1,93366386
209705_at,1,93366386
209706_at,8,23592172
209707_at,1,77329976
209708_at,6,132658900
209709_s_at,5,162820238
209710_at,3,129680959
209711_at,1,67237618
209712_at,1,67237618
209713_s_at,1,67242438
209714_s_at,14,53936360
209715_at,12,52921677
209716_at,1,110255023
209717_at,1,92746840
209718_at,22,49293538
209719_x_at,18,59473793
209720_s_at,18,59473413
209721_s_at,12,6518982
209722_s_at,6,2835244
209723_at,6,2832504
209724_s_at,18,5279018
209725_at,12,100274945
209726_at,19,53833083
209727_at,5,150612880
209728_at,6_,ox_
209729_at,22,28033044
209730_at,3,50171455
209731_at,16,2029822
209732_at,12,9897071
209733_at,X,106955759
209734_at,12,53191873
209735_at,4,89232224
209736_at,1,202309354
209737_at,7,77484333
209738_x_at,19,48098156
209739_s_at,X,7826803
209740_s_at,X,7826803
209741_x_at,15,74427583
209742_s_at,12,109833164
209743_s_at,20,32420859
209744_x_at,20,32420859
209745_at,16,18986427
209746_s_at,16,18990791
209747_at,14,75494252
209748_at,2,32142183
209749_s_at,17,58917648
209750_at,3,23961768
209751_s_at,19,62566690
209752_at,2,79201445
209753_s_at,12,97433501
209754_s_at,12,97464267
209755_at,1,181484001
209756_s_at,2,15999363
209757_s_at,2,15999496
209758_s_at,12,8691750
209759_s_at,16,2229900
209760_at,4,154725435
209761_s_at,2,230749437
209762_x_at,2,230749435
209763_at,X,109803739
209764_at,22,38211649
209765_at,5,156836890
209766_at,10,120918749
209767_s_at,22,18090118
209768_s_at,22,18090118
209769_s_at,22,18090118
209770_at,6,26510514
209771_x_at,Y,19611913
209772_s_at,Y,19613622
209773_s_at,2,10180332
209774_x_at,4,75181664
209775_x_at,21,45758685
209776_s_at,21,45759688
209777_s_at,21,45759205
209778_at,14,91505661
209779_at,12,64803273
209780_at,7,77266153
209781_s_at,8,136538941
209782_s_at,19,53825761
209783_at,19,53825098
209784_s_at,14,104679235
209785_s_at,19,53242915
209786_at,6,26646606
209787_s_at,6,26646606
209788_s_at,5,96135945
209789_at,15,66658628
209790_s_at,4,110829487
209791_at,1,17265840
209792_s_at,19,56209408
209793_at,5,152850498
209794_at,3,8997277
209795_at,12,9796352
209796_s_at,12,54994550
209797_at,12,54994550
209798_at,11,107533329
209799_at,5,40798588
209800_at,17,18284009
209802_at,11,2906078
209803_s_at,11,2906238
209804_at,10,115584473
209805_at,7,5979458
209806_at,6,27222165
209807_s_at,19,12995804
209808_x_at,13,110165329
209810_at,2,85739497
209811_at,7,142695656
209812_x_at,7,142695708
209813_x_at,7,38265768
209814_at,4,142361514
209815_at,9,97245082
209816_at,9,97245082
209817_at,10,74873565
209818_s_at,9,98252307
209819_at,9,98252307
209820_s_at,16,1964579
209821_at,9,6231681
209822_s_at,9,2612079
209823_x_at,6,32735919
209824_s_at,11,13328161
209825_s_at,1,164063513
209826_at,6,32229599
209827_s_at,15,79374521
209828_s_at,15,79374521
209829_at,6,24912491
209830_s_at,16,2017007
209831_x_at,19,12847364
209832_s_at,16,87397724
209833_at,12,92595297
209834_at,10,73394125
209835_x_at,11,35117304
209836_x_at,16,30111755
209837_at,7,99537229
209838_at,15,47204771
209839_at,1,170077262
209840_s_at,7,110518385
209841_s_at,7,110549802
209842_at,22,36698264
209843_s_at,22,36698821
209844_at,17,44159033
209845_at,7,139802463
209846_s_at,6,26473470
209847_at,8,95208898
209848_s_at,12,54634240
209849_s_at,17,54124961
209850_s_at,11,64838936
209851_at,13,45434314
209852_x_at,17,38238957
209853_s_at,17,38238978
209854_s_at,19,56068503
209855_s_at,19,56068525
209856_x_at,2,203939982
209857_s_at,19,53821026
209858_x_at,18,11874051
209859_at,14,50511735
209860_s_at,10,74805546
209861_s_at,12,94392052
209862_s_at,11,95163289
209863_s_at,3,190990159
209864_at,10,99082284
209865_at,1,100208149
209866_s_at,4,61749969
209867_s_at,4,61749969
209868_s_at,12,64914045
209869_at,10,112826910
209870_s_at,15,27001144
209871_s_at,15,27133358
209872_s_at,11,384225
209873_s_at,11,384238
209874_x_at,10,104668853
209875_s_at,4,89115893
209876_at,12,108854972
209877_at,10,88708429
209878_s_at,11,65178392
209879_at,12,107539814
209880_s_at,12,107540592
209881_s_at,16,28904182
209882_at,1,154136690
209883_at,1,182171593
209884_s_at,3,27389218
209885_at,11,66580896
209886_s_at,15,64781723
209887_at,15,64781723
209888_s_at,2,210863121
209889_at,10,102236394
209890_at,4,99612443
209891_at,2,169436141
209892_at,11,93916664
209893_s_at,11,93917265
209894_at,1,65803836
209895_at,12,111338339
209896_s_at,12,111338339
209897_s_at,4,19863980
209898_x_at,2,24315305
209899_s_at,8,144970536
209900_s_at,1,113256375
209901_x_at,6,31691061
209902_at,3,143650798
209903_s_at,3,143650798
209904_at,3,52460298
209905_at,7,27168581
209906_at,12,8102178
209907_s_at,2,24279238
209908_s_at,1,216586116
209909_s_at,1,216586199
209910_at,10,69912644
209911_x_at,6,26266351
209912_s_at,7,4781802
209913_x_at,7,4781808
209914_s_at,2,50000989
209915_s_at,2,50000991
209916_at,10,12150976
209917_s_at,7,86808774
209918_at,13_,andom
209919_x_at,22,23353218
209920_at,2,202950406
209921_at,4,139304699
209922_at,12,110566282
209923_s_at,12,110566282
209924_at,17,31415752
209925_at,5,68823874
209926_at,19,19153687
209927_s_at,1,151873148
209928_s_at,8,72916403
209929_s_at,X,153429328
209930_s_at,12,52972306
209931_s_at,2,24126182
209932_s_at,15,46410942
209933_s_at,17,69974361
209934_s_at,3,132095711
209935_at,3,132095711
209936_at,3,50101409
209937_at,3,150675187
209938_at,17,32845466
209939_x_at,2,201702833
209940_at,3,51951641
209941_at,6,3022056
209942_x_at,X,151617920
209943_at,6,99428530
209944_at,14,73423324
209945_s_at,3,121028237
209946_at,4,177841714
209947_at,1,152464181
209948_at,5,169737873
209949_at,1,181791494
209950_s_at,3,38007291
209951_s_at,19,7874764
209952_s_at,19,7874766
209953_s_at,19,10363128
209954_x_at,18,21852081
209955_s_at,2,162735699
209956_s_at,7,44225498
209957_s_at,1,11828362
209958_s_at,7,33152444
209959_at,9,101628829
209960_at,7,81166256
209961_s_at,7,81169785
209962_at,19,11349562
209963_s_at,19,11349562
209964_s_at,3,63825272
209965_s_at,17,30451514
209966_x_at,1,214745452
209967_s_at,10,35524060
209968_s_at,11,112337507
209969_s_at,2,191548612
209970_x_at,11,104401448
209971_x_at,7,6028406
209972_s_at,7,6028406
209973_at,6,31623448
209974_s_at,10,124903920
209975_at,10,135190884
209976_s_at,10,135190884
209977_at,6,161043277
209978_s_at,6,161043277
209979_at,21,45415984
209980_s_at,17,18172653
209981_at,22,40287035
209982_s_at,11,64130223
209983_s_at,11,64130223
209984_at,9,6748082
209985_s_at,12,101875598
209986_at,12,101875598
209987_s_at,12,101875598
209988_s_at,12,101875593
209989_at,12,132268067
209990_s_at,9,100090186
209991_x_at,9,100092593
209992_at,1,205293292
209993_at,7,86971261
209994_s_at,7,86971261
209995_s_at,14,95246147
209996_x_at,8,17824758
209997_x_at,8,17824787
209998_at,9,35078685
209999_x_at,16,11255774
210000_s_at,16,11255765
210001_s_at,16,11255807
210002_at,18,18005276
210004_at,12,10202568
210005_at,21,33818188
210006_at,3,51984122
210007_s_at,2,157000467
210008_s_at,19,44113449
210009_s_at,17,42355526
210010_s_at,22,17543119
210011_s_at,22,27998203
210012_s_at,22,27998203
210013_at,11,6408857
210014_x_at,20,2587042
210015_s_at,2,210226151
210016_at,2,1771893
210017_at,18,54489790
210018_x_at,18,54489790
210019_at,10,5555971
210020_x_at,10,5556923
210021_s_at,5,54562739
210022_at,2,74585678
210023_s_at,2,74585678
210024_s_at,2,181554987
210025_s_at,22,36216345
210026_s_at,22,36216348
210027_s_at,14,19993279
210028_s_at,11,79376174
210029_at,8,39889959
210030_at,19,3441821
210031_at,1,165666636
210032_s_at,10,22674421
210033_s_at,10,22674421
210034_s_at,1,93078144
210035_s_at,1,93078144
210036_s_at,7,150277454
210037_s_at,17,23108341
210038_at,10,6509110
210039_s_at,10,6509633
210040_at,20,44091396
210041_s_at,6,83935348
210042_s_at,20,57003797
210043_at,11,64910736
210044_s_at,19,13070847
210045_at,15,88427386
210046_s_at,15,88428219
210047_at,12,49659584
210048_at,18,10516048
210049_at,1,172139641
210050_at,1,76938028
210051_at,12,46417107
210052_s_at,20,29790791
210053_at,10,105117713
210054_at,4,2203369
210055_at,14,80491527
210056_at,12,47537194
210057_at,16,18726582
210058_at,6,36206296
210059_s_at,6,36206296
210060_at,17,77227894
210061_at,3,48257648
210062_s_at,3,48257648
210063_at,9,135518801
210064_s_at,3,120375136
210065_s_at,3,120388250
210066_s_at,18,22689420
210067_at,18,22689420
210068_s_at,18,22690031
210069_at,22,49354167
210070_s_at,22,49354167
210072_at,9,34679726
210073_at,12,22245240
210074_at,9,98834905
210075_at,19,8392669
210076_x_at,X,67919940
210077_s_at,14,69303651
210078_s_at,3,157343574
210079_x_at,3,157343594
210080_x_at,1,22200743
210081_at,6,32256868
210082_at,1,94231008
210083_at,15,72489429
210084_x_at,16,1230939
210085_s_at,1,149221381
210086_at,8,22028528
210087_s_at,1,165957865
210088_x_at,17,42641733
210089_s_at,6,112681678
210090_at,8,143689411
210091_s_at,18,30544245
210092_at,1,53465187
210093_s_at,1,53465187
210094_s_at,10,34641197
210095_s_at,7,45918482
210096_at,1,47037328
210097_s_at,6,13723698
210098_s_at,6,13723706
210099_at,9,139021506
210100_s_at,9,139022036
210101_x_at,1,86943145
210102_at,11,123491343
210103_s_at,20,22510113
210104_at,14,70121041
210105_s_at,6,112089179
210106_at,12,54400524
210107_at,1,86707238
210108_at,3,53503722
210109_at,7,127424797
210110_x_at,10,69768102
210111_s_at,7,129562603
210112_at,10,100179005
210113_s_at,17,5358217
210114_at,9,101906626
210115_at,3,188321434
210116_at,X,123308087
210117_at,8,101239831
210118_s_at,2,113248250
210119_at,21,38590766
210120_s_at,19,5868014
210121_at,1,191414798
210122_at,16,11277229
210123_s_at,15,30110017
210124_x_at,2,74734900
210125_s_at,11,65526472
210126_at,19,48453151
210127_at,3,135030055
210128_s_at,14,23850563
210129_s_at,3,9827353
210130_s_at,11,64635937
210131_x_at,1,159550807
210132_at,1,153317972
210133_at,17,29636891
210134_x_at,3,159296436
210135_s_at,3,159296538
210136_at,18,72857109
210137_s_at,4,184048407
210138_at,8,55014691
210139_s_at,17,15073834
210140_at,20,24877926
210141_s_at,2,220145197
210142_x_at,6,30803466
210143_at,4,169250300
210144_at,22,45537241
210145_at,1,185064727
210146_x_at,19,59469691
210147_at,4,77216055
210148_at,11,33235980
210149_s_at,12,67322492
210150_s_at,20,60317512
210151_s_at,1,204875525
210152_at,19,59866297
210153_s_at,18,46659599
210154_at,18,46659599
210155_at,1,169871336
210156_s_at,6,150112657
210157_at,19,35125290
210158_at,16,13921541
210159_s_at,6,30178654
210160_at,11,116520233
210161_at,18,75256980
210162_s_at,18,75256980
210163_at,4,77173974
210164_at,14,24170003
210165_at,16,3644903
210166_at,1,221350269
210167_s_at,22,40108070
210168_at,5,41178340
210169_at,16,4980818
210170_at,4,186670260
210171_s_at,10,35477305
210172_at,11,64300093
210173_at,11,47958696
210174_at,1,198262912
210175_at,2,75782431
210176_at,4,38474331
210177_at,6,30238969
210178_x_at,1,24166699
210179_at,2,233339418
210180_s_at,3,187132241
210181_s_at,12,119572753
210182_at,1,10432862
210183_x_at,14,38714167
210184_at,16,31274024
210185_at,17,34583606
210186_s_at,20,1300425
210187_at,20,1300425
210188_at,21,26029594
210189_at,6,31885492
210190_at,6,144513504
210191_s_at,1,114047971
210192_at,4,42109391
210193_at,3,39518557
210194_at,2,160505505
210195_s_at,19,48063454
210196_s_at,19,48063699
210197_at,14,92473011
210198_s_at,X,102918433
210199_at,21,43462278
210200_at,16,68378396
210201_x_at,2,127522081
210202_s_at,2,127522376
210203_at,7,134722389
210204_s_at,7,134723954
210205_at,6,33352950
210206_s_at,12,31118118
210208_x_at,6,31714796
210210_at,1,165957856
210211_s_at,11,27866300
210212_x_at,X,153943095
210213_s_at,20,33330138
210214_s_at,2,202950401
210215_at,7,100055975
210216_x_at,5,34944416
210218_s_at,2,230989224
210219_at,2,230989224
210220_at,17,39990450
210221_at,15,76674706
210222_s_at,14,59132707
210223_s_at,1,179269761
210224_at,1,179269778
210225_x_at,19,59412608
210226_at,12,50723783
210227_at,8,1484196
210228_at,5,131437384
210229_s_at,5,131437400
210230_at,17_,andom
210231_x_at,3,157187767
210232_at,1,22277555
210233_at,3,191764772
210234_at,6,34097922
210235_s_at,11,69794462
210236_at,11,69794462
210237_at,1,44171578
210239_at,16,53523484
210240_s_at,19,10538528
210241_s_at,7,86808774
210242_x_at,15,77978301
210243_s_at,1,159407724
210244_at,3,48239990
210245_at,11,17371007
210246_s_at,11,17371068
210247_at,3,12021004
210248_at,3,13835079
210249_s_at,2,24720337
210250_x_at,22,39072452
210251_s_at,4,71789734
210252_s_at,11,47248274
210253_at,11,20342262
210254_at,11,59580706
210255_at,14,67356271
210256_s_at,1,149437674
210257_x_at,X,119544591
210258_at,1,190871904
210259_s_at,17,45401562
210260_s_at,5,118719541
210261_at,1,213323222
210262_at,6,49768030
210263_at,2,10969755
210264_at,2,241217467
210265_x_at,1,153669594
210266_s_at,1,114741765
210267_at,1,24614889
210268_at,9,33280509
210269_s_at,X,1670512
210270_at,14,71501261
210271_at,17,35013314
210272_at,19,46122011
210273_at,4,30331289
210274_at,X,148770652
210275_s_at,9,74159193
210276_s_at,22,36472202
210277_at,14,30564632
210278_s_at,14,30564632
210279_at,13,98704994
210280_at,1,159541150
210281_s_at,13,19430819
210282_at,13,19430819
210283_x_at,17,18494400
210284_s_at,6,149732754
210285_x_at,6,160068160
210286_s_at,3,27391885
210287_s_at,13,27861509
210288_at,12,9033487
210289_at,2,73721470
210290_at,16,3391244
210291_s_at,16,3391244
210292_s_at,X,90976314
210293_s_at,20,18436545
210294_at,6,33379417
210295_at,X,151053565
210296_s_at,8,78057869
210297_s_at,10,51225735
210298_x_at,X,135079778
210299_s_at,X,135079750
210300_at,20,29526770
210301_at,2,31412213
210302_s_at,4,151722885
210303_at,4,151722885
210304_at,4,609372
210305_at,1,143663121
210306_at,20,41576487
210307_s_at,15,84103564
210309_at,17,71156539
210310_s_at,4,81407002
210311_at,4,81406852
210312_s_at,17,23679479
210313_at,19,59536504
210314_x_at,17,7402827
210315_at,3,12021004
210316_at,5,179968570
210317_s_at,7,63531647
210318_at,10,48001527
210319_x_at,5,174084207
210320_s_at,17,33047551
210321_at,14,24145541
210322_x_at,Y,13918783
210323_at,1,36323055
210324_at,9,138959567
210325_at,1,156490550
210326_at,2,241456847
210327_s_at,2,241456847
210328_at,6,43036481
210329_s_at,5,155689126
210330_at,5,155689126
210331_at,7,43317902
210332_at,7,100325553
210333_at,9,126284363
210334_x_at,17,73721966
210335_at,12,84722527
210336_x_at,19,63765111
210337_s_at,17,37277508
210338_s_at,12,4076841
210339_s_at,19,56068500
210340_s_at,X,1347725
210341_at,20,62266270
210342_s_at,2,1396242
210343_s_at,11,62500649
210344_at,17,43240493
210345_s_at,17,11442482
210346_s_at,2,201426869
210347_s_at,2,60532795
210348_at,17,53952614
210349_at,5,110587546
210350_x_at,13,110164455
210352_at,5,137503358
210353_s_at,16,54247573
210354_at,12,66835040
210355_at,12,28002290
210356_x_at,11,59979907
210357_s_at,20,4077507
210358_x_at,3,129681713
210359_at,8,125637710
210360_s_at,8,125637710
210361_s_at,2,186119123
210362_x_at,15,72074137
210363_s_at,11,117542720
210364_at,11,117541395
210365_at,21,35115443
210366_at,12,21175399
210367_s_at,9,131540449
210368_at,5,140749907
210369_at,11,9642257
210370_s_at,1,159032571
210371_s_at,1,32889408
210372_s_at,6,125516757
210373_at,3,50359925
210374_x_at,1,71091049
210375_at,1,71209051
210376_x_at,X,47380509
210377_at,16,20688830
210378_s_at,9,139202932
210379_s_at,9,124487987
210380_s_at,17,45993644
210381_s_at,11,6237677
210382_at,2,119913919
210383_at,2,166553918
210384_at,21,46879992
210385_s_at,5,96137583
210386_s_at,1,153445211
210387_at,6,26323395
210388_at,15,38380162
210389_x_at,17,55292176
210390_s_at,17,31348776
210391_at,9,126322226
210392_x_at,9,126324526
210393_at,12,70120079
210394_x_at,X,48127911
210395_x_at,17,42641763
210396_s_at,16,29361877
210397_at,8,6715568
210398_x_at,19,5782469
210399_x_at,19,5781782
210400_at,17,70349874
210401_at,17,3746637
210402_at,11,128213161
210403_s_at,11,128213907
210404_x_at,7,44225553
210405_x_at,8,22935907
210406_s_at,2,130453706
210407_at,14,59785911
210408_s_at,14,23610595
210409_at,6,167967418
210410_s_at,6,31815772
210411_s_at,12,13606181
210412_at,12,13605676
210413_x_at,18,59455871
210414_at,11,63640315
210415_s_at,9,130261687
210416_s_at,22,27413837
210417_s_at,1,149531578
210418_s_at,20,2587042
210419_at,11,128751044
210420_at,15,63690756
210421_s_at,15,63690756
210422_x_at,2,218955160
210423_s_at,2,218955268
210424_s_at,15,32460515
210425_x_at,15,32605469
210426_x_at,15,58576754
210427_x_at,15,58426827
210428_s_at,17,77261497
210429_at,1,25471567
210430_x_at,1,25471625
210431_at,2,232979796
210432_s_at,2,165652285
210433_at,20,30259356
210434_x_at,1,152213611
210435_at,17,60276299
210436_at,21,29366461
210437_at,X,148671401
210438_x_at,1,191295809
210439_at,2,204509757
210440_s_at,1,100590634
210441_at,1,100590634
210442_at,2,102294393
210443_x_at,20,60906649
210444_at,5,137171637
210445_at,5,159589093
210446_at,X,48529959
210447_at,X,120010099
210448_s_at,17,3523272
210449_x_at,6,36103897
210450_at,14,106329757
210451_at,1,153526253
210452_x_at,19,15612715
210453_x_at,11,117777531
210454_s_at,21,37918740
210455_at,10,99912628
210456_at,X,24489877
210457_x_at,6,34316490
210458_s_at,2,161744377
210459_at,1,149493868
210460_s_at,1,149493868
210461_s_at,10,116185209
210462_at,1,167603851
210463_x_at,19,13076720
210464_at,8,58354655
210465_s_at,9,15412870
210466_s_at,X,67919972
210467_x_at,X,151649950
210469_at,10,79223311
210470_x_at,X,70420229
210471_s_at,3,157492363
210472_at,16,55258150
210473_s_at,1,1560822
210474_s_at,1,1624179
210475_at,1,38282864
210476_s_at,5,35100947
210477_x_at,10,49279697
210479_s_at,15,58576900
210480_s_at,6,76583962
210481_s_at,19,7734128
210482_x_at,15,65622666
210483_at,8,22997872
210484_s_at,8,22997872
210486_at,2,241111074
210487_at,10,98054155
210491_at,5,96370142
210492_at,4,171162923
210493_s_at,4,171162923
210495_x_at,2,215933833
210496_at,19,63139151
210497_x_at,X,52797070
210498_at,17,55117184
210499_s_at,X,48640736
210500_at,20,33835261
210501_x_at,19,43801713
210502_s_at,1,39977143
210503_at,X,148575499
210504_at,19,12856238
210505_at,4,100552723
210506_at,9,139044822
210507_s_at,12,56168121
210508_s_at,20,61535475
210510_s_at,10,33526555
210511_s_at,7,41695656
210512_s_at,6,43846253
210513_s_at,6,43846961
210514_x_at,6,29903576
210515_at,12,119900931
210516_at,9,95253993
210517_s_at,6,151688515
210518_at,16,60244922
210519_s_at,16,68302248
210520_at,3,187840842
210521_s_at,3,187840844
210523_at,4,96244580
210524_x_at,17,59248850
210525_x_at,14,88879929
210527_x_at,2,131956490
210528_at,1,179269780
210529_s_at,7,143005251
210530_s_at,12,93948329
210531_at,12,93948329
210532_s_at,14,103448606
210533_at,1,76035247
210534_s_at,17,19190852
210535_at,17,19190852
210536_s_at,7,123377155
210537_s_at,17,32845466
210538_s_at,11,101699726
210539_at,14,75197372
210540_s_at,3,120413592
210541_s_at,6,28979819
210542_s_at,15,90198089
210543_s_at,8,48848848
210544_s_at,17,19492835
210545_at,2,24296696
210546_x_at,X,153466611
210547_x_at,7,8119939
210548_at,17,31364210
210549_s_at,17,31364210
210550_s_at,15,77041397
210551_s_at,X,1694067
210552_s_at,9,128764324
210553_x_at,15,99723921
210554_s_at,5,97939942
210555_s_at,16,66677061
210556_at,16,66677061
210557_x_at,1,110258402
210558_at,10,5228830
210559_s_at,10,62209903
210560_at,2,236739206
210561_s_at,17,22645232
210562_at,2,11600301
210563_x_at,2,201702556
210564_x_at,2,201702833
210565_at,17_,andom
210567_s_at,5,36187982
210568_s_at,12,21514353
210569_s_at,19,56320032
210570_x_at,5,179595768
210571_s_at,6,25189776
210572_at,5,140154627
210573_s_at,1,144303974
210574_s_at,1,27120850
210575_at,1,27120850
210576_at,19,15587424
210577_at,3,123385870
210578_at,6,30229240
210579_s_at,6,30229240
210580_x_at,16,29378747
210581_x_at,22,27998203
210582_s_at,22,29974387
210583_at,22,41307784
210584_s_at,22,41307784
210585_s_at,19,12673153
210586_x_at,1,25471591
210587_at,12,56135369
210588_x_at,10,69761945
210589_s_at,1,153450240
210592_s_at,X,23711384
210593_at,X,23711384
210594_x_at,1,166001443
210595_at,19,49407902
210596_at,X,76968516
210597_x_at,12,11396023
210598_at,4,6902417
210599_at,19,56940384
210600_s_at,4,2935345
210601_at,5,31229613
210602_s_at,5,31229613
210603_at,4,80457297
210604_at,1,109947412
210605_s_at,15,87242919
210606_x_at,12,10351863
210607_at,19,54669629
210608_s_at,19,53891089
210609_s_at,2,24153809
210610_at,19,47716543
210611_s_at,18,30513498
210612_s_at,6,158322906
210613_s_at,22,38075929
210614_at,8,64136301
210615_at,10,33529958
210616_s_at,4,83959198
210617_at,X,21960841
210618_at,1,21800117
210619_s_at,3,50312324
210620_s_at,2,27409973
