Probe_Id,chr,bp_start
ILMN_1865759,,
ILMN_1866114,,
ILMN_1889752,,
ILMN_1826598,,
ILMN_1864947,,
ILMN_1818586,,
ILMN_1914757,,
ILMN_1671715,15,19136472
ILMN_1694562,8,39683498
ILMN_1831636,,
ILMN_1763638,1,93800386
ILMN_1752968,3,49133745
ILMN_1797393,1,129934636
ILMN_1820164,,
ILMN_1733811,17,37164658
ILMN_1741970,17,37165240
ILMN_1828783,,
ILMN_1777657,11,62932191
ILMN_1811330,5,16526589
ILMN_1670377,19,12104014
ILMN_1836217,1,125479298
ILMN_1741055,1,125330010
ILMN_1657744,15,72980414
ILMN_1849485,15,72979958
ILMN_1759732,,
ILMN_1653152,,
ILMN_1802603,,
ILMN_1662026,X,100491221
ILMN_1887575,,
ILMN_1902526,,
ILMN_1805258,,
ILMN_1893102,,
ILMN_1780146,19,42881118
ILMN_1657340,19,42880260
ILMN_1676191,1,145052464
ILMN_1764314,X,51522093
ILMN_1840236,,
ILMN_1671287,,
ILMN_1901440,,
ILMN_1717492,3,173648047
ILMN_1656840,1,12494264
ILMN_1738732,X,134532741
ILMN_1780455,,
ILMN_1803487,17,66576311
ILMN_1896717,,
ILMN_1778104,1,75999446
ILMN_1652179,22,15509739
ILMN_1686291,1,54132757
ILMN_1769547,1,54148997
ILMN_1846702,,
ILMN_1818380,,
ILMN_1880527,,
ILMN_1687986,3,45789041
ILMN_1698585,3,45772117
ILMN_1856229,,
ILMN_1760889,,
ILMN_1694385,20,40278790
ILMN_1681092,,
ILMN_1825863,,
ILMN_1671720,11,81313676
ILMN_1831626,,
ILMN_1880251,,
ILMN_1914672,,
ILMN_1703858,7,30589943
ILMN_1865714,,
ILMN_1764813,13,12716566
ILMN_1907440,,
ILMN_1869122,,
ILMN_1737644,16,29890307
ILMN_1678255,17,7894286
ILMN_1703474,5,74930513
ILMN_1791536,10,93779668
ILMN_1875058,,
ILMN_1782274,X,39066180
ILMN_1910755,,
ILMN_1794349,3,38430795
ILMN_1670807,8,122882384
ILMN_1839926,,
ILMN_1684796,,
ILMN_1705484,,
ILMN_1894038,,
ILMN_1789346,17,60358364
ILMN_1845837,,
ILMN_1652079,,
ILMN_1696585,20,6004160
ILMN_1760121,1,37423418
ILMN_1802633,5,161258879
ILMN_1665040,3,29952642
ILMN_1748753,,
ILMN_1835305,,
ILMN_1861975,,
ILMN_1813455,2,230744660
ILMN_1899576,,
ILMN_1694973,20,87491
ILMN_1714093,2,86855671
ILMN_1731445,12,7942871
ILMN_1725075,3,27649465
ILMN_1835373,,
ILMN_1821724,,
ILMN_1674789,,
ILMN_1718594,11,51762582
ILMN_1838285,,
ILMN_1744118,9,118227447
ILMN_1668027,3,99489
ILMN_1893846,,
ILMN_1784711,X,118091881
ILMN_1844812,,
ILMN_1917240,,
ILMN_1846693,,
ILMN_1916228,,
ILMN_1815121,6,144304274
ILMN_1795845,19,30763156
ILMN_1756091,14,91109504
ILMN_1726512,15,61252659
ILMN_1826144,,
ILMN_1808462,,
ILMN_1697117,6,168386586
ILMN_1742362,12,113288513
ILMN_1679011,16,42805857
ILMN_1861542,,
ILMN_1674763,,
ILMN_1679105,,
ILMN_1915078,,
ILMN_1853590,,
ILMN_1848222,,
ILMN_1729112,12,99173627
ILMN_1687521,19,17160
ILMN_1688373,6,31664411
ILMN_1742009,3,120348857
ILMN_1798826,3,15065161
ILMN_1803994,6,32254258
ILMN_1790533,6,144188366
ILMN_1807902,7,1990756
ILMN_1909056,,
ILMN_1817968,,
ILMN_1717123,,
ILMN_1872110,,
ILMN_1698313,12,67643228
ILMN_1760466,14,11672134
ILMN_1765332,11,53644805
ILMN_1735415,16,4685525
ILMN_1723515,15,19963400
ILMN_1861414,,
ILMN_1899369,,
ILMN_1661021,,
ILMN_1844104,,
ILMN_1852238,,
ILMN_1841910,,
ILMN_1688663,9,21431255
ILMN_1668465,16,83068908
ILMN_1676468,,
ILMN_1701765,22,33316924
ILMN_1896240,,
ILMN_1850854,,
ILMN_1790282,19,37894571
ILMN_1704795,14,103039500
ILMN_1820494,,
ILMN_1910046,,
ILMN_1772206,7,98714490
ILMN_1744295,9,21984146
ILMN_1670410,11,121309
ILMN_1667756,X,33267299
ILMN_1699901,21,31291973
ILMN_1816226,,
ILMN_1813998,6,74119758
ILMN_1709747,3,38540809
ILMN_1812105,17,34185801
ILMN_1792135,X,48646966
ILMN_1742731,X,48646042
ILMN_1675417,,
ILMN_1869117,,
ILMN_1905555,,
ILMN_1815878,11,68102066
ILMN_1703949,17,43115788
ILMN_1901119,,
ILMN_1898355,,
ILMN_1843130,,
ILMN_1666727,19,62983676
ILMN_1684305,14,96019173
ILMN_1830009,,
ILMN_1717420,8,70194576
ILMN_1661624,X,2841806
ILMN_1876837,,
ILMN_1774600,10,99994518
ILMN_1709815,8,30973257
ILMN_1779615,10,81993913
ILMN_1681135,20,45269359
ILMN_1740493,1,182224978
ILMN_1880415,,
ILMN_1757253,17,75193409
ILMN_1679558,16,2651318
ILMN_1813260,X,48635738
ILMN_1706758,10,75176415
ILMN_1779572,17,60232730
ILMN_1817924,,
ILMN_1742935,10,39611655
ILMN_1718742,3,130529322
ILMN_1822078,,
ILMN_1741404,8,68248612
ILMN_1751079,6,32921087
ILMN_1787513,7,151784045
ILMN_1727672,10,65161351
ILMN_1713752,20,39869374
ILMN_1815656,20,39870434
ILMN_1906021,,
ILMN_1880909,,
ILMN_1765612,15,70688902
ILMN_1861261,,
ILMN_1694708,,
ILMN_1745318,10,35508521
ILMN_1683165,7,290679
ILMN_1703009,7,290728
ILMN_1712684,7,
ILMN_1665152,1,129096181
ILMN_1791329,1,129073668
ILMN_1729987,20,32768970
ILMN_1685898,20,32729054
ILMN_1747386,9,3817826
ILMN_1664099,9,3815774
ILMN_1751258,7,11026737
ILMN_1769849,1,122049535
ILMN_1847998,,
ILMN_1832697,,
ILMN_1739734,22,2788355
ILMN_1694584,22,2796184
ILMN_1896625,,
ILMN_1901424,,
ILMN_1753439,,
ILMN_1861376,,
ILMN_1788421,20,40121032
ILMN_1754102,18,3437669
ILMN_1848383,,
ILMN_1858050,,
ILMN_1801504,21,21639329
ILMN_1730797,21,21900199
ILMN_1657898,22,13784543
ILMN_1669409,X,59068959
ILMN_1839750,6,34772965
ILMN_1692396,X,23866725
ILMN_1855924,,
ILMN_1783085,2,218709902
ILMN_1696870,2,99652561
ILMN_1730568,16,83565800
ILMN_1811615,1,131615922
ILMN_1719762,8,26429943
ILMN_1741265,2,219563285
ILMN_1692895,1,46278489
ILMN_1664823,12,117072435
ILMN_1744196,6,34322193
ILMN_1806862,,
ILMN_1917334,,
ILMN_1754364,7,129812378
ILMN_1799381,11,17052799
ILMN_1842114,,
ILMN_1836936,,
ILMN_1682518,12,131178382
ILMN_1784112,1,70677019
ILMN_1873777,,
ILMN_1803995,12,27017762
ILMN_1679746,12,48791203
ILMN_1867304,,
ILMN_1829378,,
ILMN_1661160,3,158753811
ILMN_1870857,,
ILMN_1769329,15,75993904
ILMN_1715616,14,49150854
ILMN_1900282,,
ILMN_1717371,22,48399408
ILMN_1674837,1,109201465
ILMN_1700306,4,48207374
ILMN_1739297,12,86981367
ILMN_1842821,,
ILMN_1849762,,
ILMN_1863638,,
ILMN_1694534,1,123149814
ILMN_1751572,9,54031239
ILMN_1787514,19,43913136
ILMN_1770399,10,57515068
ILMN_1889412,,
ILMN_1868239,,
ILMN_1735910,17,4577003
ILMN_1657993,20,46255548
ILMN_1875564,,
ILMN_1715463,7,16554928
ILMN_1906429,,
ILMN_1656399,X,102394656
ILMN_1851912,,
ILMN_1711725,9,108637371
ILMN_1884261,,
ILMN_1817257,,
ILMN_1904481,,
ILMN_1796629,4,148685486
ILMN_1772731,16,1782096
ILMN_1733282,12,15665085
ILMN_1873952,,
ILMN_1714158,7,94363678
ILMN_1657153,2,107036215
ILMN_1724148,12,120563924
ILMN_1907025,,
ILMN_1838942,,
ILMN_1901430,,
ILMN_1816245,,
ILMN_1824539,,
ILMN_1769563,1,113267679
ILMN_1722447,,
ILMN_1801925,,
ILMN_1717052,11,68761399
ILMN_1739779,,
ILMN_1819640,,
ILMN_1878038,,
ILMN_1728262,11,18223398
ILMN_1758164,8,22244917
ILMN_1876326,,
ILMN_1655952,9,4565
ILMN_1875088,,
ILMN_1761083,2,177789684
ILMN_1670193,11,67166740
ILMN_1819033,,
ILMN_1894095,,
ILMN_1653369,,
ILMN_1731832,,
ILMN_1683046,1,129875023
ILMN_1715771,15,75258255
ILMN_1760927,,
ILMN_1760774,6,71628178
ILMN_1814797,,
ILMN_1675873,,
ILMN_1836079,,
ILMN_1827054,,
ILMN_1733860,3,63577409
ILMN_1852970,,
ILMN_1864782,,
ILMN_1776917,19,14442597
ILMN_1751264,7,23735435
ILMN_1881157,,
ILMN_1689749,15,42616267
ILMN_1848887,,
ILMN_1724158,19,19872857
ILMN_1726578,19,19906679
ILMN_1672356,,
ILMN_1880631,,
ILMN_1759670,5,34040506
ILMN_1873698,,
ILMN_1802629,,
ILMN_1752947,17,26389452
ILMN_1719993,15,80517494
ILMN_1890846,,
ILMN_1848679,,
ILMN_1662061,11,23708716
ILMN_1800695,,
ILMN_1848362,,
ILMN_1673899,17,556773
ILMN_1840405,,
ILMN_1780271,5,135401842
ILMN_1899549,,
ILMN_1671865,19,49818992
ILMN_1815148,15,67576983
ILMN_1853080,,
ILMN_1867338,,
ILMN_1685078,17,1578176
ILMN_1728215,,
ILMN_1658905,1,176962237
ILMN_1739925,15,61525032
ILMN_1753125,,
ILMN_1764500,3,
ILMN_1761850,20,3523189
ILMN_1678541,20,3578803
ILMN_1772124,20,3579239
ILMN_1839814,,
ILMN_1817116,,
ILMN_1734932,9,138286211
ILMN_1654212,4,3465563
ILMN_1913517,,
ILMN_1783142,Y,75510
ILMN_1793966,1,121252481
ILMN_1904811,,
ILMN_1851349,,
ILMN_1801941,1,43013681
ILMN_1753550,8,20564111
ILMN_1670595,15,44959540
ILMN_1743621,17,41075287
ILMN_1732678,12,88512780
ILMN_1722953,11,11937122
ILMN_1759545,19,56562267
ILMN_1815652,,
ILMN_1905723,,
ILMN_1692858,8,263427
ILMN_1781673,,
ILMN_1673224,,
ILMN_1840356,,
ILMN_1858226,,
ILMN_1823146,,
ILMN_1688812,21,29487823
ILMN_1857903,,
ILMN_1669181,17,69381968
ILMN_1890351,,
ILMN_1890749,,
ILMN_1864749,,
ILMN_1734631,13,99359185
ILMN_1784717,19,47065619
ILMN_1667120,6,53043762
ILMN_1702928,6,53072185
ILMN_1690970,,
ILMN_1831151,,
ILMN_1712220,,
ILMN_1699152,1,112326906
ILMN_1849144,,
ILMN_1866496,,
ILMN_1815346,11,116142155
ILMN_1774687,12,47682437
ILMN_1835937,,
ILMN_1756612,5,141850767
ILMN_1692844,4,26364551
ILMN_1674057,2,10060897
ILMN_1882948,,
ILMN_1888949,,
ILMN_1714905,X,106261964
ILMN_1663813,,
ILMN_1893271,,
ILMN_1652242,5,102623360
ILMN_1832951,,
ILMN_1886775,,
ILMN_1788608,7,154827050
ILMN_1696682,10,116407815
ILMN_1906757,,
ILMN_1753405,1,110003000
ILMN_1651800,1,110009374
ILMN_1881970,,
ILMN_1652852,11,22646291
ILMN_1668285,9,41884907
ILMN_1786275,2,60879402
ILMN_1754656,21,19358547
ILMN_1690814,3,94536132
ILMN_1657349,3,94536999
ILMN_1736096,19,44690751
ILMN_1753287,19,44690618
ILMN_1896935,,
ILMN_1699404,14,104261784
ILMN_1720235,14,104284422
ILMN_1730232,,
ILMN_1913395,,
ILMN_1888690,,
ILMN_1724902,11,2877562
ILMN_1902308,,
ILMN_1774491,1,126385290
ILMN_1900457,,
ILMN_1672540,,
ILMN_1794339,11,63747643
ILMN_1681245,11,129585111
ILMN_1770803,15,36777313
ILMN_1842730,,
ILMN_1868244,,
ILMN_1855884,,
ILMN_1911717,,
ILMN_1670188,17,7393530
ILMN_1688864,11,66983024
ILMN_1870457,,
ILMN_1689233,1,45089234
ILMN_1897321,,
ILMN_1847588,,
ILMN_1756777,5,134857928
ILMN_1806487,22,25441336
ILMN_1673867,17,59127402
ILMN_1665657,21,39699741
ILMN_1859238,,
ILMN_1742867,,
ILMN_1720476,9,66118247
ILMN_1726426,9,66084964
ILMN_1886258,,
ILMN_1868740,,
ILMN_1844324,,
ILMN_1746928,4,64599886
ILMN_1893374,,
ILMN_1823596,,
ILMN_1912586,,
ILMN_1683678,2,201051039
ILMN_1820890,,
ILMN_1856836,,
ILMN_1671427,10,103360582
ILMN_1668683,11,117900782
ILMN_1667306,16,53630194
ILMN_1891484,,
ILMN_1702168,11,43834110
ILMN_1676009,9,15113
ILMN_1714956,4,106367805
ILMN_1871172,,
ILMN_1651341,2,131916574
ILMN_1830349,,
ILMN_1652291,2,176656640
ILMN_1848740,,
ILMN_1751149,21,16141508
ILMN_1807181,21,16107433
ILMN_1906916,,
ILMN_1658768,,
ILMN_1688101,6,32470653
ILMN_1899143,,
ILMN_1752741,5,64923371
ILMN_1707312,9,63851854
ILMN_1702034,6,143852485
ILMN_1859595,,
ILMN_1839776,,
ILMN_1904832,,
ILMN_1900075,,
ILMN_1825438,,
ILMN_1821309,,
ILMN_1897789,,
ILMN_1686928,4,144716208
ILMN_1707689,2,26265727
ILMN_1689110,16,55654425
ILMN_1831297,,
ILMN_1854970,,
ILMN_1804278,,
ILMN_1794987,,
ILMN_1685176,4,104563517
ILMN_1683580,5,134403812
ILMN_1874904,,
ILMN_1796431,X,135940034
ILMN_1804421,4,71131674
ILMN_1750563,9,130239121
ILMN_1801456,17,46182898
ILMN_1709285,8,1925710
ILMN_1656300,8,
ILMN_1793508,7,39650066
ILMN_1875638,,
ILMN_1818218,,
ILMN_1905800,,
ILMN_1855261,,
ILMN_1762888,2,208185875
ILMN_1854476,,
ILMN_1916770,,
ILMN_1789965,1,694826
ILMN_1700611,16,88281672
ILMN_1890258,,
ILMN_1907031,,
ILMN_1912288,,
ILMN_1723582,19,95342
ILMN_1793451,19,94756
ILMN_1685629,19,96194
ILMN_1705066,12,106577350
ILMN_1654153,12,106552746
ILMN_1790026,10,99516771
ILMN_1770885,3,120876754
ILMN_1782129,22,33228235
ILMN_1899628,,
ILMN_1694731,16,1421827
ILMN_1908167,,
ILMN_1736828,2,94773267
ILMN_1744752,1,202437747
ILMN_1770663,17,34648868
ILMN_1674579,,
ILMN_1660806,12,74306297
ILMN_1655215,5,109730588
ILMN_1738395,9,6321701
ILMN_1696867,9,6318640
ILMN_1686406,3,12901474
ILMN_1745677,9,130136084
ILMN_1713729,,
ILMN_1892976,,
ILMN_1802389,X,134119805
ILMN_1722171,15,18430231
ILMN_1676443,7,124606419
ILMN_1839781,,
ILMN_1707621,3,14082000
ILMN_1804339,1,180462264
ILMN_1758825,4,8018194
ILMN_1813796,2,216675514
ILMN_1770811,5,49069465
ILMN_1897363,,
ILMN_1914144,,
ILMN_1749011,1,15303528
ILMN_1733156,2,3777444
ILMN_1714108,8,91146596
ILMN_1816704,,
ILMN_1780663,2,230852466
ILMN_1883846,,
ILMN_1834964,,
ILMN_1659401,X,115766913
ILMN_1729385,3,172153642
ILMN_1720027,16,70039515
ILMN_1834190,,
ILMN_1808347,22,3124962
ILMN_1758750,16,23441081
ILMN_1670369,,
ILMN_1765526,1,40930444
ILMN_1850812,,
ILMN_1858119,,
ILMN_1863185,,
ILMN_1867119,,
ILMN_1712792,3,44355078
ILMN_1733221,9,61810732
ILMN_1914436,,
ILMN_1808011,1,27204252
ILMN_1834023,,
ILMN_1874764,,
ILMN_1790461,6,33776229
ILMN_1716822,17,36648264
ILMN_1652175,17,36648043
ILMN_1917343,,
ILMN_1707630,3,152143036
ILMN_1877747,,
ILMN_1912033,,
ILMN_1699491,1,50656034
ILMN_1674138,,
ILMN_1759374,,
ILMN_1748916,18,69976450
ILMN_1748147,6,74267807
ILMN_1660075,X,101511355
ILMN_1734353,19,1056776
ILMN_1857250,,
ILMN_1711729,X,53815024
ILMN_1734827,10,123469955
ILMN_1893250,,
ILMN_1712141,10,90493056
ILMN_1916697,,
ILMN_1815118,,
ILMN_1781638,15,67585695
ILMN_1847776,,
ILMN_1907118,,
ILMN_1749544,15,11020494
ILMN_1674285,6,2964502
ILMN_1852047,,
ILMN_1705337,1,15243305
ILMN_1683202,,
ILMN_1788160,10,32340281
ILMN_1658695,1,134570480
ILMN_1734445,2,42138814
ILMN_1903482,,
ILMN_1899744,,
ILMN_1861100,,
ILMN_1692798,22,19603951
ILMN_1778420,22,19591752
ILMN_1868845,,
ILMN_1858125,,
ILMN_1685591,9,3237163
ILMN_1680465,10,18626813
ILMN_1732193,11,35174884
ILMN_1781013,,
ILMN_1678502,19,12659864
ILMN_1667022,2,233802102
ILMN_1807652,15,72259138
ILMN_1701042,,
ILMN_1859597,,
ILMN_1839601,,
ILMN_1885785,,
ILMN_1671092,8,50840632
ILMN_1679782,10,102035996
ILMN_1689007,19,18964481
ILMN_1772487,19,18966183
ILMN_1752647,12,10497066
ILMN_1849183,,
ILMN_1859340,,
ILMN_1877769,,
ILMN_1715051,20,32902283
ILMN_1736175,Y,10154656
ILMN_1774973,1,93075449
ILMN_1692104,,
ILMN_1899709,,
ILMN_1852758,,
ILMN_1879171,,
ILMN_1899074,,
ILMN_1735172,,
ILMN_1872457,,
ILMN_1671837,X,47551964
ILMN_1660320,X,47547558
ILMN_1691181,14,50792307
ILMN_1659490,5,60710651
ILMN_1666208,14,44742184
ILMN_1851538,,
ILMN_1734021,12,7122819
ILMN_1815168,12,108104429
ILMN_1694479,19,945456
ILMN_1651830,22,19352844
ILMN_1653745,9,42240955
ILMN_1755120,1,117869231
ILMN_1828517,,
ILMN_1706411,,
ILMN_1895905,,
ILMN_1713189,12,47333580
ILMN_1769014,20,60210702
ILMN_1673388,10,116751720
ILMN_1897094,,
ILMN_1840836,,
ILMN_1891916,,
ILMN_1826698,,
ILMN_1772113,21,29931452
ILMN_1856298,,
ILMN_1678859,,
ILMN_1804464,5,68901222
ILMN_1898211,,
ILMN_1753912,7,72789675
ILMN_1818192,,
ILMN_1783881,13,
ILMN_1743499,17,22882434
ILMN_1904634,,
ILMN_1685986,Y,17603919
ILMN_1714604,,
ILMN_1652694,7,142461818
ILMN_1794744,7,142452661
ILMN_1818933,,
ILMN_1713031,8,93284276
ILMN_1667361,17,43458701
ILMN_1832356,,
ILMN_1885019,,
ILMN_1822334,,
ILMN_1787567,13,25809685
ILMN_1692177,13,25812270
ILMN_1828566,,
ILMN_1893161,,
ILMN_1771185,16,1749062
ILMN_1859761,,
ILMN_1692026,11,67689972
ILMN_1671183,,
ILMN_1662214,12,100292395
ILMN_1721415,6,4661097
ILMN_1654241,17,37137134
ILMN_1753101,1,117487817
ILMN_1910572,,
ILMN_1759840,1,71209400
ILMN_1827717,,
ILMN_1681154,12,55679125
ILMN_1688861,Y,2737769
ILMN_1766085,2,61003004
ILMN_1909467,,
ILMN_1787576,1,16233072
ILMN_1839762,,
ILMN_1840493,,
ILMN_1878636,,
ILMN_1912472,,
ILMN_1772091,12,
ILMN_1689828,19,50964917
ILMN_1687440,7,138907989
ILMN_1897308,,
ILMN_1662019,15,3212575
ILMN_1755502,11,118739769
ILMN_1756352,1,127387723
ILMN_1810233,4,65869755
ILMN_1739757,,
ILMN_1814434,,
ILMN_1833809,,
ILMN_1676649,18,21295309
ILMN_1747683,18,21282551
ILMN_1734452,11,58358491
ILMN_1675878,3,102914659
ILMN_1719241,11,123771843
ILMN_1813423,16,3476764
ILMN_1894484,,
ILMN_1816955,,
ILMN_1684435,17,3483955
ILMN_1780952,11,52746727
ILMN_1908962,,
ILMN_1845521,,
ILMN_1840317,,
ILMN_1672982,,
ILMN_1769941,2,230742428
ILMN_1916335,,
ILMN_1733174,1,143167991
ILMN_1804772,9,43964005
ILMN_1828952,,
ILMN_1736408,,
ILMN_1762170,,
ILMN_1892080,,
ILMN_1862871,,
ILMN_1809612,7,129644407
ILMN_1751061,16|NT_113929.1,42233
ILMN_1813091,12,98847395
ILMN_1711312,4,172484685
ILMN_1732612,9,37909833
ILMN_1656961,11,44597523
ILMN_1896984,,
ILMN_1861348,,
ILMN_1852756,,
ILMN_1804327,11,2922430
ILMN_1672830,,
ILMN_1897149,,
ILMN_1712765,5,135946951
ILMN_1881479,,
ILMN_1738491,9,85234441
ILMN_1915401,,
ILMN_1758128,17,69951192
ILMN_1843302,,
ILMN_1733094,7,89121149
ILMN_1657857,6,10601858
ILMN_1874172,,
ILMN_1843975,,
ILMN_1858507,,
ILMN_1858654,,
ILMN_1812616,17,1268653
ILMN_1859197,,
ILMN_1688642,9,103458044
ILMN_1744220,1,44372441
ILMN_1838681,,
ILMN_1806937,19,17250897
ILMN_1758005,2,220111313
ILMN_1686731,18,12784079
ILMN_1672914,18,12791979
ILMN_1888637,,
ILMN_1792472,13,57197759
ILMN_1699960,12,108705304
ILMN_1751963,7,99358638
ILMN_1756525,1,144980051
ILMN_1681993,,
ILMN_1850540,,
ILMN_1809364,12,5474327
ILMN_1678544,,
ILMN_1709247,11,107532722
ILMN_1795474,,
ILMN_1864545,,
ILMN_1790460,19,47277199
ILMN_1679116,,
ILMN_1882152,,
ILMN_1789283,14,101430630
ILMN_1881821,,
ILMN_1692865,7,72419425
ILMN_1723846,12,56462454
ILMN_1670317,3,173057819
ILMN_1726575,21,5027379
ILMN_1751133,6,31664705
ILMN_1835667,,
ILMN_1906237,,
ILMN_1687171,9,36199297
ILMN_1695420,9,36201655
ILMN_1849533,,
ILMN_1896668,,
ILMN_1871688,,
ILMN_1675359,X,108562596
ILMN_1693004,20,32142687
ILMN_1687073,20,32161881
ILMN_1847392,,
ILMN_1730363,20,44531599
ILMN_1783959,,
ILMN_1864618,,
ILMN_1671565,6,167263060
ILMN_1885236,,
ILMN_1709583,9,68545084
ILMN_1694413,19,62042179
ILMN_1703529,19,62042421
ILMN_1903082,,
ILMN_1847638,,
ILMN_1758272,10,63970411
ILMN_1661904,,
ILMN_1782384,,
ILMN_1700516,,
ILMN_1766270,11,5367739
ILMN_1665895,,
ILMN_1656553,,
ILMN_1878630,,
ILMN_1900478,,
ILMN_1859209,,
ILMN_1909118,,
ILMN_1894379,,
ILMN_1911316,,
ILMN_1698666,11,65536274
ILMN_1705743,14,1678571
ILMN_1715390,6,47758060
ILMN_1764087,7,105519514
ILMN_1686380,7,105540172
ILMN_1696031,15,22671170
ILMN_1682491,21,42094694
ILMN_1660151,,
ILMN_1830974,,
ILMN_1706805,11,2382447
ILMN_1806703,,
ILMN_1748601,2,86933646
ILMN_1830367,,
ILMN_1750180,6,26151805
ILMN_1893852,,
ILMN_1888498,,
ILMN_1870954,,
ILMN_1671527,2,53854972
ILMN_1667675,4,68154849
ILMN_1685189,9,91470093
ILMN_1893202,,
ILMN_1839268,,
ILMN_1674838,2,92116553
ILMN_1810274,17,43975337
ILMN_1710326,3,95606750
ILMN_1653927,22,22676984
ILMN_1738742,8,42152339
ILMN_1721625,17,25525458
ILMN_1861076,,
ILMN_1871689,,
ILMN_1713428,7,73586486
ILMN_1665520,1,1620295
ILMN_1877518,,
ILMN_1909702,,
ILMN_1719518,3,57532423
ILMN_1723884,3,57557878
ILMN_1699331,10,91149642
ILMN_1848850,,
ILMN_1846017,,
ILMN_1841997,,
ILMN_1916071,,
ILMN_1749044,1,132399195
ILMN_1893861,,
ILMN_1821053,,
ILMN_1661170,10,102273540
ILMN_1902563,,
ILMN_1696403,16,68563669
ILMN_1713764,,
ILMN_1809379,15,65971485
ILMN_1833680,,
ILMN_1842426,,
ILMN_1732696,X,47855672
ILMN_1808907,6,27914779
ILMN_1815412,11,124471785
ILMN_1750234,7,141873003
ILMN_1859435,,
ILMN_1876725,,
ILMN_1883386,,
ILMN_1848659,,
ILMN_1899014,,
ILMN_1737704,17,7358531
ILMN_1715497,8,7581268
ILMN_1664492,,
ILMN_1828717,,
ILMN_1657860,1,18200486
ILMN_1798395,14,67126396
ILMN_1853157,,
ILMN_1746924,19,57561791
ILMN_1845241,,
ILMN_1833005,,
ILMN_1899788,,
ILMN_1904502,,
ILMN_1750439,17,26109759
ILMN_1873464,,
ILMN_1701497,1,129158762
ILMN_1914915,,
ILMN_1719870,1|NT_113874.1,111130
ILMN_1674759,15,11516968
ILMN_1808071,1,171688052
ILMN_1714386,14,908047
ILMN_1775658,20,4660184
ILMN_1678555,8,145455250
ILMN_1848729,,
ILMN_1703538,6,31691054
ILMN_1683897,,
ILMN_1781996,3,132587399
ILMN_1874166,,
ILMN_1797204,1,212423405
ILMN_1724437,22,21179624
ILMN_1683798,,
ILMN_1717154,15,11994692
ILMN_1770247,7,27270451
ILMN_1876858,,
ILMN_1824662,,
ILMN_1914165,,
ILMN_1839617,,
ILMN_1876283,,
ILMN_1699610,17,30280136
ILMN_1705384,12,27692049
ILMN_1797375,13,73285176
ILMN_1662839,10,124181533
ILMN_1907229,,
ILMN_1852478,,
ILMN_1881290,,
ILMN_1852786,,
ILMN_1881923,,
ILMN_1907215,,
ILMN_1657682,3,159892916
ILMN_1897285,,
ILMN_1834241,,
ILMN_1737681,3,27178976
ILMN_1871561,,
ILMN_1826057,,
ILMN_1897133,,
ILMN_1864596,,
ILMN_1727156,5,144825560
ILMN_1705070,19,58621968
ILMN_1844436,,
ILMN_1722239,X,100487376
ILMN_1724487,15,17688933
ILMN_1785644,20,3753699
ILMN_1853118,,
ILMN_1767932,5,136343
ILMN_1881404,,
ILMN_1869704,,
ILMN_1808501,X,19463956
ILMN_1810782,X,19463663
ILMN_1839371,,
ILMN_1661514,9,105886651
ILMN_1680740,7,27183804
ILMN_1724181,4,142873828
ILMN_1914643,,
ILMN_1838397,,
ILMN_1700998,11,70406580
ILMN_1693931,,
ILMN_1852522,,
ILMN_1773991,7,45084391
ILMN_1846604,,
ILMN_1896083,,
ILMN_1665823,9,119884995
ILMN_1694136,,
ILMN_1673522,18,32094114
ILMN_1865603,,
ILMN_1712407,15,79411833
ILMN_1689296,7,102503514
ILMN_1864811,,
ILMN_1891593,,
ILMN_1908179,,
ILMN_1777562,,
ILMN_1743889,,
ILMN_1697179,16,57104860
ILMN_1817821,,
ILMN_1775990,5,86381093
ILMN_1879059,,
ILMN_1904953,,
ILMN_1867463,,
ILMN_1902731,,
ILMN_1755769,4,129061311
ILMN_1789955,6,89851353
ILMN_1695744,19,59476753
ILMN_1741801,1,91763635
ILMN_1795949,16,4344759
ILMN_1680925,17,68175713
ILMN_1794659,19,53900574
ILMN_1891851,,
ILMN_1897611,,
ILMN_1821155,,
ILMN_1917344,,
ILMN_1658108,,
ILMN_1663827,2,73307547
ILMN_1725666,12,121106330
ILMN_1742922,,
ILMN_1911072,,
ILMN_1889595,,
ILMN_1858272,,
ILMN_1840870,,
ILMN_1692826,16,1355395
ILMN_1867588,,
ILMN_1763027,,
ILMN_1748235,,
ILMN_1847978,,
ILMN_1670485,17,23608809
ILMN_1897852,,
ILMN_1839095,,
ILMN_1818902,,
ILMN_1898274,,
ILMN_1838032,,
ILMN_1716805,12,39196
ILMN_1742929,3,57207932
ILMN_1719728,19,46505139
ILMN_1914683,,
ILMN_1725204,,
ILMN_1801043,9,93708962
ILMN_1888235,,
ILMN_1894099,,
ILMN_1785340,2,215301841
ILMN_1691672,5,21516384
ILMN_1655474,14,1145592
ILMN_1767848,20,62376794
ILMN_1912535,,
ILMN_1868450,,
ILMN_1824647,,
ILMN_1775883,1,124247271
ILMN_1837395,,
ILMN_1723418,9,105440855
ILMN_1899448,,
ILMN_1917206,,
ILMN_1841252,,
ILMN_1748354,9,77912255
ILMN_1679678,9,77811875
ILMN_1658376,19,53491741
ILMN_1774742,4,96282714
ILMN_1899449,,
ILMN_1847572,,
ILMN_1743583,11,47308034
ILMN_1764528,,
